queries,MAL,TXT_char_count,TXT_char_count_no_spaces,TXT_word_count,TXT_avg_word_length,TXT_sentence_count,TXT_punctuation_count,TXT_has_question_mark,TXT_special_char_count,LING_query_type,LING_has_past_reference,LING_has_future_reference,LING_has_modal,LING_has_negation,LING_clause_complexity,LING_verb_noun_ratio,SEM_domain_primary,SEM_domain_secondary,SEM_entity_person_count,SEM_entity_time_count,SEM_entity_location_count,SEM_entity_finance_flag,SEM_abstractness_score,SEM_specificity_score,SEM_ambiguity_score,TASK_operation_count,TASK_needs_filtering,TASK_needs_aggregation,TASK_needs_sorting,TASK_modality_types,TASK_external_dependency,TASK_expected_result_count,TEMP_reference_type,TEMP_range_specificity,TEMP_recency_requirement,TEMP_realtime_need,TEMP_location_context_need,INTENT_urgency_level,INTENT_consequence_severity,INTENT_priority_indicator,INTENT_emotional_tone,INTENT_satisfaction_criticality,INFO_density_score,INFO_constraint_count,INFO_precision_requirement,INFO_recall_requirement,COMP_search_space_size,COMP_index_complexity,COMP_join_operations,COMP_reasoning_depth,TXT_question_mark,LING_tense,LING_has_conditional,SEM_entity_person,SEM_entity_location,SEM_entity_time,SEM_entity_org,SEM_entity_count,SEM_abstractness,SEM_specificity,SEM_ambiguity,TEMP_location_context,INTENT_priority,LING_has_modality,SEM_entity_location_org,TASK_needs_comparison,TXT_text_density,SEM_entity_media_count,SEM_entity_location_flag,SEM_entity_time_flag,TXT_contains_parentheses,LING_clause_count,LING_verb_count,LING_noun_count,SEM_has_person_entity,SEM_has_time_entity,SEM_has_health_entity,TASK_personalization_level,TEMP_time_range_specificity
이 사진에 있는 신발이랑 비슷한 디자인 찾아줘,21.4302,25,22,7,3.14,1.0,0,,0,imperative,,,,0,2.0,0.6,shopping,fashion,0.0,0.0,0.0,,,,,2,1,0,0,1,2,few,none,0.0,1,0,,2,2,,neutral,3.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,,,none,0.0,,,,,,5.0,6.0,6.0,0.0,2,0.0,,,22.0,1.0,,,,,,,,,,,
이 사진에 있는 티셔츠랑 비슷한 디자인 찾아줘,23.3894,26,23,7,3.29,1.0,0,,0,imperative,,,,0,2.0,0.6,shopping,fashion,0.0,0.0,0.0,,,,,2,1,0,0,1,2,few,none,0.0,1,0,,2,2,,neutral,3.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,,,none,0.0,,,,,,5.0,6.0,6.0,0.0,2,0.0,,,23.0,1.0,,,,,,,,,,,
이 사진에 있는 가구랑 비슷한 디자인 찾아줘,9.9031,24,21,7,3.0,1.0,0,,0,imperative,,,,0,2.0,0.6,shopping,home,0.0,0.0,0.0,,,,,2,1,0,0,1,2,few,none,0.0,1,0,,2,2,,neutral,3.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,,,none,0.0,,,,,,5.0,6.0,5.0,0.0,2,0.0,,,21.0,1.0,,,,,,,,,,,
이 사진에 있는 액세서리랑 비슷한 디자인 찾아줘,34.4119,28,25,7,3.57,1.0,0,,0,imperative,,,,0,2.0,0.6,shopping,fashion,0.0,0.0,0.0,,,,,2,1,0,0,1,2,few,none,0.0,1,0,,2,2,,neutral,3.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,,,none,0.0,,,,,,5.0,6.0,6.0,0.0,2,0.0,,,25.0,1.0,,,,,,,,,,,
이 노트에 있는 내용과 관련된 유튜브 찾아줘,32.3092,25,22,7,3.14,1.0,0,,0,imperative,,,,0,2.0,0.6,info_linkage,study,0.0,0.0,0.0,,,,,2,0,1,0,1,2,few,none,0.0,2,1,,2,3,,neutral,3.0,7.0,4.0,6.0,3.0,3.0,2.0,3.0,,,none,0.0,,,,,,6.0,6.0,6.0,0.0,2,0.0,,,22.0,1.0,,,,,,,,,,,
이 논문에 있는 내용과 관련된 강의 영상 찾아줘,39.9892,28,25,7,3.57,1.0,0,,0,imperative,,,,0,2.0,0.6,info_linkage,study,0.0,0.0,0.0,,,,,2,0,1,0,1,2,few,none,0.0,2,1,,2,3,,neutral,4.0,7.0,4.0,6.0,3.0,3.0,2.0,3.0,,,none,0.0,,,,,,7.0,7.0,6.0,0.0,2,0.0,,,25.0,1.0,,,,,,,,,,,
이 회의록에 있는 내용과 관련된 뉴스 찾아줘,19.6215,27,24,7,3.43,1.0,0,,0,imperative,,,,0,2.0,0.6,info_linkage,work,0.0,0.0,0.0,,,,,2,0,1,0,1,2,few,none,0.0,2,1,,2,3,,neutral,3.0,7.0,4.0,6.0,3.0,3.0,2.0,3.0,,,none,0.0,,,,,,6.0,7.0,5.0,0.0,2,0.0,,,24.0,1.0,,,,,,,,,,,
이 메모에 있는 내용과 관련된 자료 찾아줘,24.0666,25,22,7,3.14,1.0,0,,0,imperative,,,,0,2.0,0.6,info_linkage,work,0.0,0.0,0.0,,,,,2,0,1,0,1,2,few,none,0.0,2,1,,2,3,,neutral,3.0,7.0,4.0,6.0,3.0,3.0,2.0,3.0,,,none,0.0,,,,,,6.0,6.0,5.0,0.0,2,0.0,,,22.0,1.0,,,,,,,,,,,
지난달에 갔던 캠핑장과 비슷한 곳 찾아줘,27.9766,26,23,7,3.29,1.0,0,,0,imperative,,,,0,2.0,0.6,travel,leisure,0.0,1.0,1.0,,,,,2,1,0,0,1,2,few,absolute,2.0,1,0,,2,2,,neutral,3.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,,,past,0.0,,,,,,5.0,6.0,5.0,1.0,2,0.0,,,23.0,0.0,,,,,,,,,,,
지난달에 갔던 공원과 비슷한 곳 찾아줘,18.1948,25,22,7,3.14,1.0,0,,0,imperative,,,,0,2.0,0.6,travel,leisure,0.0,1.0,1.0,,,,,2,1,0,0,1,2,few,absolute,2.0,1,0,,2,2,,neutral,3.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,,,past,0.0,,,,,,5.0,6.0,5.0,1.0,2,0.0,,,22.0,0.0,,,,,,,,,,,
지난달에 갔던 수목원과 비슷한 곳 찾아줘,17.8119,26,23,7,3.29,1.0,0,,0,imperative,,,,0,2.0,0.6,travel,leisure,0.0,1.0,1.0,,,,,2,1,0,0,1,2,few,absolute,2.0,1,0,,2,2,,neutral,3.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,,,past,0.0,,,,,,5.0,6.0,5.0,1.0,2,0.0,,,23.0,0.0,,,,,,,,,,,
지난달에 갔던 나들이 장소와 비슷한 곳 찾아줘,37.8376,30,27,8,3.38,1.0,0,,0,imperative,,,,0,2.0,0.6,travel,leisure,0.0,1.0,1.0,,,,,2,1,0,0,1,2,few,absolute,2.0,1,0,,2,2,,neutral,3.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,,,past,0.0,,,,,,5.0,6.0,5.0,1.0,2,0.0,,,27.0,0.0,,,,,,,,,,,
사진에 있는 이런 가방을 구경해 볼 수 있는 곳 찾아줘,18.7553,30,27,9,3.0,1.0,0,,0,imperative,,,,0,2.0,0.6,shopping,fashion,0.0,0.0,1.0,,,,,2,1,0,0,1,2,few,none,0.0,1,0,,2,2,,neutral,3.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,,,none,0.0,,,,,,5.0,6.0,6.0,1.0,2,1.0,,,27.0,1.0,,,,,,,,,,,
사진에 있는 이런 소파를 구경해 볼 수 있는 곳 찾아줘,20.5872,30,27,9,3.0,1.0,0,,0,imperative,,,,0,2.0,0.6,shopping,home,0.0,0.0,1.0,,,,,2,1,0,0,1,2,few,none,0.0,1,0,,2,2,,neutral,3.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,,,none,0.0,,,,,,5.0,6.0,6.0,1.0,2,1.0,,,27.0,1.0,,,,,,,,,,,
사진에 있는 이런 식탁을 구경해 볼 수 있는 곳 찾아줘,32.2836,31,28,9,3.11,1.0,0,,0,imperative,,,,0,2.0,0.6,shopping,home,0.0,0.0,1.0,,,,,2,1,0,0,1,2,few,none,0.0,1,0,,2,2,,neutral,3.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,,,none,0.0,,,,,,5.0,6.0,6.0,1.0,2,1.0,,,28.0,1.0,,,,,,,,,,,
사진에 있는 이런 인테리어 장식을 구경해 볼 수 있는 곳 찾아줘,19.7669,34,31,10,3.1,1.0,0,,0,imperative,,,,0,2.0,0.6,shopping,home,0.0,0.0,1.0,,,,,2,1,0,0,1,2,few,none,0.0,1,0,,2,2,,neutral,3.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,,,none,0.0,,,,,,5.0,6.0,6.0,1.0,2,1.0,,,31.0,1.0,,,,,,,,,,,
오늘 목표 걸음수를 채울 수 있는 코스 추천해줘,22.0324,26,23,8,2.88,1.0,0,,0,imperative,,,,0,2.0,0.6,fitness,health,0.0,1.0,0.0,,,,,2,1,0,0,1,2,few,absolute,3.0,3,1,,3,2,,goal_oriented,3.0,7.0,3.0,5.0,2.0,1.0,1.0,2.0,,,present,0.0,,,,,,4.0,6.0,3.0,0.0,3,1.0,,,23.0,0.0,,,,,,,,,,,
지금 근처에서 할 수 있는 운동 추천해줘,13.1321,21,18,6,3.0,1.0,0,,0,imperative,,,,0,2.0,0.7,fitness,health,0.0,0.0,1.0,,,,,2,1,0,0,1,2,few,none,0.0,3,1,,3,2,,goal_oriented,3.0,6.0,3.0,4.0,2.0,1.0,1.0,2.0,,,present,0.0,,,,,,3.0,5.0,3.0,1.0,4,1.0,,,18.0,0.0,,,,,,,,,,,
오늘 목표 칼로리를 달성 할 수 있는 운동 추천해줘,10.5821,27,24,8,3.0,1.0,0,,0,imperative,,,,0,2.0,0.6,fitness,health,0.0,1.0,0.0,,,,,2,1,0,0,1,2,few,absolute,3.0,3,1,,3,3,,goal_oriented,4.0,7.0,4.0,5.0,2.0,1.0,1.0,2.0,,,present,0.0,,,,,,4.0,6.0,3.0,0.0,3,1.0,,,24.0,0.0,,,,,,,,,,,
오늘같은 날씨에 하면 좋을 운동 추천해줘,12.9894,24,21,7,3.0,1.0,0,,0,imperative,,,,0,2.0,0.6,fitness,health,0.0,1.0,0.0,,,,,2,0,0,0,1,1,few,relative,1.0,2,1,,2,2,,neutral,3.0,6.0,3.0,4.0,2.0,1.0,1.0,2.0,,,present,0.0,,,,,,4.0,5.0,3.0,0.0,3,0.0,,,21.0,0.0,,,,,,,,,,,
지금 여기 아울렛에서 할인되는 카드 추천해줘,15.8561,26,23,8,2.88,1.0,0,,0,imperative,,,,0,2.0,0.6,finance_card,shopping,0.0,0.0,1.0,,,,,2,1,0,0,1,2,few,none,0.0,3,1,,3,3,,goal_oriented,4.0,7.0,4.0,3.0,2.0,2.0,1.0,2.0,,,present,0.0,,,,,,3.0,7.0,3.0,1.0,4,0.0,,,23.0,0.0,,,,,,,,,,,
지금 여기 백화점에서 할인되는 카드 추천해줘,17.9164,27,24,8,3.0,1.0,0,,0,imperative,,,,0,2.0,0.6,finance_card,shopping,0.0,0.0,1.0,,,,,2,1,0,0,1,2,few,none,0.0,3,1,,3,3,,goal_oriented,4.0,7.0,4.0,3.0,2.0,2.0,1.0,2.0,,,present,0.0,,,,,,3.0,7.0,3.0,1.0,4,0.0,,,24.0,0.0,,,,,,,,,,,
지금 여기 식당에서 할인되는 카드 추천해줘,17.2717,27,24,8,3.0,1.0,0,,0,imperative,,,,0,2.0,0.6,finance_card,food_drink,0.0,0.0,1.0,,,,,2,1,0,0,1,2,few,none,0.0,3,1,,3,3,,goal_oriented,4.0,7.0,4.0,3.0,2.0,2.0,1.0,2.0,,,present,0.0,,,,,,3.0,7.0,3.0,1.0,4,0.0,,,24.0,0.0,,,,,,,,,,,
지금 여기 카페에서 할인되는 카드 추천해줘,14.4256,26,23,8,2.88,1.0,0,,0,imperative,,,,0,2.0,0.6,finance_card,food_drink,0.0,0.0,1.0,,,,,2,1,0,0,1,2,few,none,0.0,3,1,,3,3,,goal_oriented,4.0,7.0,4.0,3.0,2.0,2.0,1.0,2.0,,,present,0.0,,,,,,3.0,7.0,3.0,1.0,4,0.0,,,23.0,0.0,,,,,,,,,,,
출퇴근 시간에 볼 만한 영상 추천해줘,18.0612,20,16,5,3.2,,0,0.0,0,interrogative,,,,0,2.0,0.8,media,none,0.0,,,,,,,2,1,0,0,1,0,1,relative,2.0,3,0,,3,2,,neutral,3.0,1.7,2.0,3.0,3.0,3.0,2.0,2.0,,,relative,0.0,,,,,,2.0,3.0,2.0,0.0,2,0.0,,,3.2,,0.0,1.0,,,,,,,,,
공부할 때에 들으면 좋은 노래 추천해줘,14.1756,21,17,6,2.83,,0,0.0,0,music,,,,0,2.0,0.9,music,self_dev,0.0,,,,,,,2,1,0,0,1,0,1,relative,1.0,2,0,,3,2,,neutral,3.0,1.5,2.0,3.0,3.0,2.0,1.0,2.0,,,relative,1.0,,,,,,2.0,3.0,2.0,0.0,2,0.0,,,2.83,,0.0,0.0,,,,,,,,,
운동 중에 즐길 만한 콘텐츠 추천해줘,17.051,20,16,5,3.2,,0,0.0,0,interrogative,,,,0,2.0,0.9,media,health,0.0,,,,,,,2,1,0,0,1,0,1,relative,1.0,2,0,,3,2,,neutral,3.0,1.7,2.0,3.0,3.0,2.0,1.0,2.0,,,relative,1.0,,,,,,2.0,3.0,2.0,0.0,2,0.0,,,3.2,,0.0,0.0,,,,,,,,,
휴식 시간에 읽기 좋은 책 추천해줘,12.775,19,15,5,3.0,,0,0.0,0,interrogative,,,,0,2.0,0.8,media,none,0.0,,,,,,,2,1,0,0,1,0,1,relative,2.0,2,0,,2,1,,neutral,3.0,1.7,2.0,3.0,2.0,2.0,1.0,2.0,,,relative,0.0,,,,,,2.0,3.0,2.0,0.0,2,0.0,,,3.0,,0.0,1.0,,,,,,,,,
지금 대화 중인 친구들과 갈 만한 식당 찾아줘,18.7958,23,19,7,2.71,,0,0.0,0,interrogative,,,,0,3.0,0.9,food,social,1.0,,,,,,,3,1,0,0,1,2,2,relative,3.0,4,1,,4,3,,neutral,4.0,1.8,3.0,3.0,3.0,2.0,1.0,3.0,,,present,1.0,,,,,,2.0,4.0,2.0,0.0,3,0.0,,,2.71,,0.0,1.0,,,,,,,,,
지금 대화 중인 친구들과 갈 만한 카페 찾아줘,19.255,23,19,7,2.71,,0,0.0,0,interrogative,,,,0,3.0,0.9,food,social,1.0,,,,,,,3,1,0,0,1,2,2,relative,3.0,4,1,,4,3,,neutral,4.0,1.8,3.0,3.0,3.0,2.0,1.0,3.0,,,present,1.0,,,,,,2.0,4.0,2.0,0.0,3,0.0,,,2.71,,0.0,1.0,,,,,,,,,
지금 대화 중인 친구들과 갈 만한 펍 찾아줘,22.1998,22,18,7,2.57,,0,0.0,0,interrogative,,,,0,3.0,0.9,food,social,1.0,,,,,,,3,1,0,0,1,2,2,relative,3.0,4,1,,4,3,,neutral,4.0,1.8,3.0,3.0,3.0,2.0,1.0,3.0,,,present,1.0,,,,,,2.0,4.0,2.0,0.0,3,0.0,,,2.57,,0.0,1.0,,,,,,,,,
지금 대화 중인 친구들과 갈 만한 노래방 찾아줘,12.8402,24,20,7,2.86,,0,0.0,0,interrogative,,,,0,3.0,0.9,media,social,1.0,,,,,,,3,1,0,0,1,2,2,relative,3.0,4,1,,4,3,,neutral,4.0,1.8,3.0,3.0,3.0,2.0,1.0,3.0,,,present,1.0,,,,,,2.0,4.0,2.0,0.0,3,0.0,,,2.86,,0.0,1.0,,,,,,,,,
지금 내가 갖고 있는 멤버십 중에 여기 백화점에서 할인되는 멤버십 찾아줘,25.0356,39,32,11,2.91,,0,0.0,0,interrogative,,,,0,3.0,0.8,shopping,finance,1.0,,,,,,,3,1,1,1,1,2,2,relative,3.0,4,1,,4,3,,neutral,4.0,2.2,4.0,3.0,3.0,3.0,3.0,4.0,,,present,1.0,,,,,,2.0,5.0,3.0,1.0,4,0.0,,,2.91,,1.0,1.0,,,,,,,,,
지금 내가 갖고 있는 쿠폰 중에 여기 마트에서 할인되는 쿠폰 찾아줘,18.4119,37,30,11,2.73,,0,0.0,0,interrogative,,,,0,3.0,0.8,shopping,finance,1.0,,,,,,,3,1,1,1,1,2,2,relative,3.0,4,1,,4,3,,neutral,4.0,2.2,4.0,3.0,3.0,3.0,3.0,4.0,,,present,1.0,,,,,,2.0,5.0,3.0,1.0,4,0.0,,,2.73,,1.0,1.0,,,,,,,,,
지금 내가 갖고 있는 카드 중에 여기 아울렛에서 할인되는 카드 찾아줘,28.7196,38,31,11,2.82,,0,0.0,0,interrogative,,,,0,3.0,0.8,shopping,finance,1.0,,,,,,,3,1,1,1,1,2,2,relative,3.0,4,1,,4,3,,neutral,4.0,2.2,4.0,3.0,3.0,3.0,3.0,4.0,,,present,1.0,,,,,,2.0,5.0,3.0,1.0,4,0.0,,,2.82,,1.0,1.0,,,,,,,,,
지금 내가 갖고 있는 카드 중에 여기 온라인쇼핑몰에서 할인되는 카드 찾아줘,19.6738,42,35,11,3.18,,0,0.0,1,interrogative,,,,0,3.0,0.8,shopping,finance,1.0,,,,,,,3,1,1,1,1,2,2,relative,3.0,4,1,,4,3,,neutral,4.0,2.2,4.0,3.0,4.0,3.0,3.0,4.0,,,present,1.0,,,,,,2.0,5.0,3.0,1.0,4,0.0,,,3.18,,1.0,1.0,,,,,,,,,
지금 30분 정도 여유 시간에 볼만한 도서 추천해줘,10.3147,27,22,9,2.44,,0,0.0,0,interrogative,,,,0,2.0,0.8,media,none,0.0,,,,,,,2,1,0,0,1,1,1,relative,3.0,3,0,,2,1,,neutral,3.0,1.8,2.0,3.0,2.0,2.0,1.0,2.0,,,relative,0.0,,,,,,2.0,4.0,2.0,0.0,2,0.0,,,2.44,,0.0,1.0,,,,,,,,,
지금 30분 정도 여유 시간에 볼만한 한국사 강의 추천해줘,17.7394,30,25,10,2.5,,0,0.0,0,interrogative,,,,0,2.0,0.8,media,history,0.0,,,,,,,2,1,0,0,1,1,1,relative,3.0,3,0,,3,2,,neutral,3.0,1.7,2.0,3.0,3.0,2.0,1.0,2.0,,,relative,0.0,,,,,,3.0,4.0,2.0,0.0,2,0.0,,,2.5,,0.0,1.0,,,,,,,,,
지금 30분 정도 여유 시간에 볼만한 자기 계발 영상 추천해줘,15.1364,31,26,10,2.6,,0,0.0,0,interrogative,,,,0,2.0,0.8,media,self_dev,0.0,,,,,,,2,1,0,0,1,1,1,relative,3.0,3,0,,3,2,,neutral,4.0,1.7,2.0,3.0,3.0,2.0,1.0,3.0,,,relative,0.0,,,,,,4.0,4.0,3.0,0.0,2,0.0,,,2.6,,0.0,1.0,,,,,,,,,
지금 30분 정도 여유 시간에 볼만한 다큐멘터리 추천해줘,18.6942,29,24,9,2.67,,0,0.0,0,interrogative,,,,0,2.0,0.8,media,none,0.0,,,,,,,2,1,0,0,1,1,1,relative,3.0,3,0,,3,2,,neutral,3.0,1.8,2.0,3.0,3.0,2.0,1.0,3.0,,,relative,0.0,,,,,,3.0,4.0,2.0,0.0,2,0.0,,,2.67,,0.0,1.0,,,,,,,,,
현재 위치에서 걸어서 갈 수 있는 맛집 리스트 보여줘,18.3592,26,21,9,2.33,,0,0.0,0,interrogative,,,,0,2.0,0.9,location_POI,food,0.0,,,,,,,2,1,0,0,1,2,2,relative,3.0,5,1,,4,3,,neutral,3.0,1.8,3.0,4.0,3.0,3.0,2.0,3.0,,,present,0.0,,,,,,2.0,4.0,2.0,1.0,3,0.0,,,2.33,,1.0,0.0,,,,,,,,,
현재 위치에서 걸어서 갈 수 있는 카페 리스트 보여줘,18.4366,26,21,9,2.33,,0,0.0,0,interrogative,,,,0,2.0,0.9,location_POI,food,0.0,,,,,,,2,1,0,0,1,2,2,relative,3.0,5,1,,4,3,,neutral,3.0,1.8,3.0,4.0,3.0,3.0,2.0,3.0,,,present,0.0,,,,,,2.0,4.0,2.0,1.0,3,0.0,,,2.33,,1.0,0.0,,,,,,,,,
현재 위치에서 걸어서 갈 수 있는 가볼만한 곳 리스트 보여줘,23.8414,29,24,10,2.4,,0,0.0,0,interrogative,,,,0,2.0,0.9,location_POI,other,0.0,,,,,,,2,1,0,0,1,2,2,relative,3.0,5,1,,4,3,,neutral,3.0,1.7,3.0,4.0,4.0,3.0,2.0,3.0,,,present,0.0,,,,,,2.0,4.0,3.0,1.0,3,0.0,,,2.4,,1.0,0.0,,,,,,,,,
현재 위치에서 걸어서 갈 수 있는 오프라인 쇼핑몰 리스트 보여줘,17.871,31,26,10,2.6,,0,0.0,0,interrogative,,,,0,2.0,0.9,location_POI,shopping,0.0,,,,,,,2,1,0,0,1,2,2,relative,3.0,5,1,,4,3,,neutral,3.0,1.7,3.0,4.0,3.0,3.0,2.0,3.0,,,present,0.0,,,,,,2.0,4.0,3.0,1.0,3,0.0,,,2.6,,1.0,0.0,,,,,,,,,
오늘 날씨에 적합한 패션 스타일 추천해줘,10.6296,22,18,7,2.57,,0,0.0,0,interrogative,,,,0,2.0,0.8,fashion,none,0.0,,,,,,,2,1,0,0,1,1,1,absolute,3.0,5,1,,3,3,,neutral,4.0,1.8,2.0,3.0,2.0,2.0,1.0,3.0,,,absolute,0.0,,,,,,3.0,3.0,2.0,0.0,3,0.0,,,2.57,,0.0,1.0,,,,,,,,,
오늘 출장지에 적합한 패션 스타일 추천해줘,22.7296,24,20,7,2.86,,0,0.0,0,interrogative,,,,0,2.0,0.8,fashion,travel,0.0,,,,,,,3,1,0,0,1,1,2,absolute,3.0,5,1,,4,4,,neutral,4.0,1.8,3.0,3.0,3.0,3.0,2.0,4.0,,,absolute,0.0,,,,,,3.0,4.0,3.0,1.0,4,0.0,,,2.86,,1.0,1.0,,,,,,,,,
오늘 저녁 약속에 적합한 패션 스타일 추천해줘,19.0553,25,21,7,3.0,,0,0.0,0,interrogative,,,,0,2.0,0.8,fashion,social,0.0,,,,,,,3,1,0,0,1,1,1,absolute,3.0,5,1,,4,3,,neutral,4.0,1.8,3.0,3.0,3.0,3.0,2.0,4.0,,,absolute,0.0,,,,,,3.0,4.0,3.0,0.0,4,0.0,,,3.0,,0.0,1.0,,,,,,,,,
이번 주말에 뭐 입으면 좋을지 추천해줘,17.5808,21,17,7,2.43,,0,0.0,0,interrogative,,,,0,2.0,0.8,fashion,none,0.0,,,,,,,2,0,0,0,1,1,absolute,2,4.0,0,0,,3,3,,3,1.6,2.0,3.0,2.0,2.0,1.0,3.0,,,,absolute,1.0,,,,,,3.0,3.0,3.0,3.0,neutral,0.0,,,2.43,,0.0,1.0,,,,,,,,,
내가 자주 먹는 음식을 분석해서 늦은 밤에 먹기 좋은 건강식 추천해줘,26.025,34,28,11,2.55,,0,0.0,0,interrogative,,,,0,3.0,0.8,food,health,1.0,,,,,,,3,1,1,0,1,2,2,relative,3.0,3,0,,3,4,,neutral,4.0,1.9,3.0,3.0,3.0,3.0,2.0,4.0,,,relative,1.0,,,,,,3.0,4.0,3.0,0.0,4,0.0,,,2.55,,0.0,1.0,,,,,,,,,
내가 자주 먹는 음식을 분석해서 아침에 먹기 좋은 간편식 추천해줘,13.3468,34,28,11,2.55,,0,0.0,0,interrogative,,,,0,3.0,0.8,food,health,1.0,,,,,,,3,1,1,0,1,2,2,relative,3.0,3,0,,3,3,,neutral,4.0,1.9,3.0,3.0,3.0,3.0,2.0,4.0,,,relative,1.0,,,,,,3.0,4.0,3.0,0.0,3,0.0,,,2.55,,0.0,1.0,,,,,,,,,
내가 자주 먹는 음식을 분석해서 운동 후 먹기 좋은 음식 추천해줘,12.6053,33,27,11,2.45,,0,0.0,0,interrogative,,,,0,3.0,0.8,food,health,1.0,,,,,,,3,1,1,0,1,2,2,relative,3.0,3,0,,3,3,,neutral,4.0,1.9,3.0,3.0,3.0,3.0,2.0,4.0,,,relative,1.0,,,,,,3.0,4.0,3.0,0.0,3,0.0,,,2.45,,0.0,1.0,,,,,,,,,
내가 자주 먹는 음식을 분석해서 다이어트할 때 먹기 좋은 음식 추천해줘,28.1394,37,31,12,2.58,,0,0.0,0,interrogative,,,,0,3.0,0.8,food,diet,1.0,,,,,,,3,1,1,0,1,2,2,relative,3.0,3,0,,3,4,,neutral,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,,,relative,1.0,,,,,,3.0,5.0,3.0,0.0,4,0.0,,,2.58,,0.0,1.0,,,,,,,,,
커피값 많이 쓰는 나한테 맞는 원두 구독 서비스 추천해줄래?,24.8223,32,26,10,2.6,,1,1.0,0,interrogative,,,,0,2.0,0.9,subscription,finance,1.0,,,,,,,3,1,0,0,0,1,1,none,2.0,2,0,,3,3,,curious,4.0,1.7,2.0,3.0,3.0,2.0,1.0,4.0,,,present,0.0,,,,,,3.0,4.0,3.0,0.0,3,0.0,,,2.6,,0.0,0.0,,,,,,,,,
영화 많이 보는 나한테 맞는 OTT 구독 서비스 추천해줄래?,15.5363,32,26,10,2.6,,1,1.0,3,interrogative,,,,0,2.0,0.9,subscription,media,1.0,,,,,,,3,1,0,0,0,1,1,none,2.0,2,0,,3,3,,curious,4.0,1.7,2.0,3.0,3.0,2.0,1.0,4.0,,,present,0.0,,,,,,3.0,4.0,3.0,0.0,3,0.0,,,2.6,,0.0,0.0,,,,,,,,,
트렌디한 영상 자주 보는 나한테 맞는 SNS/커뮤니티 서비스 추천해줄래?,26.3098,39,31,11,2.82,,1,1.0,1,interrogative,,,,0,2.0,0.9,subscription,media,1.0,,,,,,,3,1,0,0,0,1,1,none,2.0,2,0,,3,3,,curious,4.0,1.8,2.0,3.0,4.0,2.0,1.0,4.0,,,present,0.0,,,,,,4.0,4.0,3.0,0.0,3,0.0,,,2.82,,0.0,0.0,,,,,,,,,
음악 많이 듣는 나한테 맞는 음악 스트리밍 구독 서비스 추천해줄래?,18.4527,38,32,11,2.91,,1,1.0,0,interrogative,,,,0,2.0,0.9,subscription,music,1.0,,,,,,,3,1,0,0,0,1,1,none,2.0,2,0,,3,3,,curious,4.0,1.8,2.0,3.0,3.0,2.0,1.0,4.0,,,present,0.0,,,,,,3.0,4.0,3.0,0.0,3,0.0,,,2.91,,0.0,0.0,,,,,,,,,
내가 평소 듣는 콘텐츠 기준으로 재밌는 팟캐스트 추천해줘,27.8044,30,25,9,2.78,,0,0.0,0,interrogative,,,,0,2.0,0.9,media,none,1.0,,,,,,,3,1,1,0,0,1,1,none,2.0,2,0,,3,3,,neutral,4.0,1.8,3.0,3.0,3.0,2.0,2.0,4.0,,,present,0.0,,,,,,3.0,4.0,3.0,0.0,3,0.0,,,2.78,,0.0,0.0,,,,,,,,,
내가 평소 보는 콘텐츠 기준으로 볼 만한 유튜브 채널 추천해줘,23.3731,32,27,10,2.7,,0,0.0,3,interrogative,,,,0,2.0,0.9,media,none,1.0,,,,,,,3,1,1,0,0,1,1,none,2.0,2,0,,3,3,,neutral,4.0,1.7,3.0,3.0,3.0,2.0,2.0,4.0,,,present,0.0,,,,,,3.0,4.0,3.0,0.0,3,0.0,,,2.7,,0.0,0.0,,,,,,,,,
내가 평소 듣는 콘텐츠 기준으로 새로운 음악 추천해줘,15.7212,27,22,8,2.75,,0,0.0,0,interrogative,,,,0,2.0,0.9,music,none,1.0,,,,,,,3,1,1,0,0,1,1,none,2.0,2,0,,3,3,,neutral,4.0,1.7,3.0,3.0,3.0,2.0,2.0,4.0,,,present,0.0,,,,,,3.0,3.0,3.0,0.0,3,0.0,,,2.75,,0.0,0.0,,,,,,,,,
내가 평소 듣는 콘텐츠 기준으로 들을 만한 라디오 추천해줘,21.2035,30,25,9,2.78,,0,0.0,0,interrogative,,,,0,2.0,0.9,media,none,1.0,,,,,,,3,1,1,0,0,1,1,none,2.0,2,0,,3,3,,neutral,4.0,1.8,3.0,3.0,3.0,2.0,2.0,4.0,,,present,0.0,,,,,,3.0,3.0,3.0,0.0,3,0.0,,,2.78,,0.0,0.0,,,,,,,,,
