queries,MAL,QL_char,QL_tokens,task_family,info_source_type,requires_personal_history,requires_aggregation,requires_summarization,requires_generation,temporal_reference_type,time_urgency_level,stakes_level,modality_primary,domain_category,query_goal_specificity,expected_answer_length,interaction_pattern,has_comparative_phrase,has_temporal_diff_phrase,time_window_length,personalization_intensity,needs_location_context,needs_calendar_context,needs_communication_logs,needs_media_history,needs_financial_logs,needs_health_data,recommendation_type,requires_cross_app_integration,requires_similarity_search,requires_visual_understanding,requires_list_dedup_grouping,explicit_output_structure,urgency_phrase_present,planning_horizon,social_context_strength,contains_monetary_amount,monetary_context_type,device_context_implied,cognitive_load_estimate,novelty_seeking,habit_analysis,food_context_type,output_requires_multimedia_creation,output_requires_behavior_change_guidance,embedding_cluster_id,embedding_axis_complexity,embedding_axis_urgency
커피값 많이 쓰는 나한테 맞는 원두 구독 서비스 추천해줄래?,24.8223,42,11,recommend,external_web,0,0,0,1,no_time,1,1,mixed/unknown,shopping_retail,1,1,creative_recommendation,0,0,0,0,0,0,0,0,0,0,product_reco,0,1,0,0,ranked_list,0,1,0,0,deal_finding,neutral,1,0,1,spend_optimization,0,1,content_recommendation,0.9,0.4
영화 많이 보는 나한테 맞는 OTT 구독 서비스 추천해줄래?,15.5363,44,11,recommend,external_web,0,0,0,1,no_time,1,1,mixed/unknown,media_entertainment,1,1,creative_recommendation,0,0,0,0,0,0,0,0,0,0,product_reco,0,1,0,0,ranked_list,0,1,0,0,deal_finding,neutral,1,0,1,casual_meal,0,0,content_recommendation,0.9,0.3
트렌디한 영상 자주 보는 나한테 맞는 SNS/커뮤니티 서비스 추천해줄래?,26.3098,67,12,recommend,external_web,0,0,0,1,no_time,1,0,mixed/unknown,media_entertainment,1,1,creative_recommendation,0,0,0,0,0,0,0,0,0,0,content_reco,0,1,0,0,ranked_list,0,1,0,0,deal_finding,neutral,1,1,0,casual_meal,0,0,content_recommendation,0.8,0.3
음악 많이 듣는 나한테 맞는 음악 스트리밍 구독 서비스 추천해줄래?,18.4527,55,11,recommend,external_web,0,0,0,1,no_time,1,1,mixed/unknown,media_entertainment,1,1,creative_recommendation,0,0,0,0,0,0,0,0,0,0,product_reco,0,1,0,0,ranked_list,0,1,0,0,deal_finding,neutral,1,0,1,casual_meal,0,0,content_recommendation,0.9,0.3
내가 평소 듣는 콘텐츠 기준으로 재밌는 팟캐스트 추천해줘,27.8044,33,10,recommend,media_history,1,1,0,1,no_time,0,0,structured_log,media_entertainment,0,1,creative_recommendation,0,0,1,2,0,0,0,1,0,0,content_reco,1,1,0,0,ranked_list,0,2,0,0,deal_finding,home_desktop,2,1,1,casual_meal,0,0,content_recommendation,1.0,-0.1
내가 평소 보는 콘텐츠 기준으로 볼 만한 유튜브 채널 추천해줘,23.3731,38,10,recommend,media_history,1,1,0,1,no_time,0,0,structured_log,media_entertainment,0,1,creative_recommendation,0,0,1,2,0,0,0,1,0,0,content_reco,1,1,0,0,ranked_list,0,2,0,0,deal_finding,home_desktop,2,1,1,casual_meal,0,0,content_recommendation,1.0,-0.1
내가 평소 듣는 콘텐츠 기준으로 새로운 음악 추천해줘,15.7212,36,9,recommend,media_history,1,1,0,1,no_time,0,0,structured_log,media_entertainment,0,1,creative_recommendation,0,0,1,2,0,0,0,1,0,0,content_reco,1,1,0,0,ranked_list,0,2,0,0,deal_finding,home_desktop,2,1,1,casual_meal,0,0,content_recommendation,1.0,-0.1
내가 평소 듣는 콘텐츠 기준으로 들을 만한 라디오 추천해줘,21.2035,36,9,recommend,media_history,1,1,0,1,no_time,0,0,structured_log,media_entertainment,0,1,creative_recommendation,0,0,1,2,0,0,0,1,0,0,content_reco,1,1,0,0,ranked_list,0,2,0,0,deal_finding,home_desktop,2,1,1,casual_meal,0,0,content_recommendation,1.0,-0.1
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 생일 선물 추천해줘,37.2681,49,12,recommend,communication_logs,1,1,1,1,no_time,0,1,text,social_relationships,1,2,creative_recommendation,0,0,1,2,0,0,1,0,0,0,gift_reco,1,1,0,0,summary_text,0,2,2,0,other,home_desktop,2,0,1,casual_meal,0,0,content_recommendation,1.0,-0.1
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 기념일 선물 추천해줘,29.7371,50,12,recommend,communication_logs,1,1,1,1,no_time,0,1,text,social_relationships,1,2,creative_recommendation,0,0,1,2,0,0,1,0,0,0,gift_reco,1,1,0,0,summary_text,0,2,2,0,other,home_desktop,2,0,1,casual_meal,0,0,content_recommendation,1.0,-0.1
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 크리스마스 선물 추천해줘,31.2297,53,13,recommend,communication_logs,1,1,1,1,no_time,0,1,text,social_relationships,1,2,creative_recommendation,0,0,1,2,0,0,1,0,0,0,gift_reco,1,1,0,0,summary_text,0,2,2,0,other,home_desktop,2,0,1,casual_meal,0,0,content_recommendation,1.0,-0.1
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 졸업 선물 추천해줘,41.8565,51,13,recommend,communication_logs,1,1,1,1,no_time,0,1,text,social_relationships,1,2,creative_recommendation,0,0,1,2,0,0,1,0,0,0,gift_reco,1,1,0,0,summary_text,0,2,2,0,other,home_desktop,2,0,1,casual_meal,0,0,content_recommendation,1.0,-0.1
내가 자주 사는 치약을 최저가로 구매할 수 있는 곳 알려줘,20.2837,32,10,find_deal,external_web,1,0,0,0,no_time,1,2,mixed/unknown,shopping_retail,2,0,one_shot_lookup,0,0,0,2,0,0,0,0,0,0,product_reco,1,1,0,0,simple_fact,0,1,0,1,deal_finding,mobile_on_the_go,2,0,1,spend_optimization,0,1,financial_analytics,0.9,0.4
내가 자주 사는 샴푸를 할인가로 구매할 수 있는 곳 알려줘,17.4653,36,10,find_deal,external_web,1,0,0,0,no_time,1,2,mixed/unknown,shopping_retail,2,0,one_shot_lookup,0,0,0,2,0,0,0,0,0,0,product_reco,1,1,0,0,simple_fact,0,1,0,1,deal_finding,mobile_on_the_go,2,0,1,spend_optimization,0,1,financial_analytics,0.9,0.4
내가 자주 사는 세제를 특가로 구매할 수 있는 곳 알려줘,23.5022,36,10,find_deal,external_web,1,0,0,0,no_time,1,2,mixed/unknown,shopping_retail,2,0,one_shot_lookup,0,0,0,2,0,0,0,0,0,0,product_reco,1,1,0,0,simple_fact,0,1,0,1,deal_finding,mobile_on_the_go,2,0,1,spend_optimization,0,1,financial_analytics,0.9,0.4
내가 자주 사는 화장지를 저렴한 가격으로 구매할 수 있는 곳 알려줘,22.2698,45,11,find_deal,external_web,1,0,0,0,no_time,1,2,mixed/unknown,shopping_retail,2,0,one_shot_lookup,0,0,0,2,0,0,0,0,0,0,product_reco,1,1,0,0,simple_fact,0,1,0,1,deal_finding,mobile_on_the_go,2,0,1,spend_optimization,0,1,financial_analytics,0.9,0.4
내가 자주 보는 콘텐츠 기준으로 볼만한 최신 뉴스 검색해줘,24.3256,44,11,search_external_info,external_web,1,0,0,1,no_time,0,0,mixed/unknown,media_entertainment,0,1,creative_recommendation,0,0,1,2,0,0,0,1,0,0,content_reco,1,1,0,0,ranked_list,0,2,0,0,deal_finding,home_desktop,2,1,1,casual_meal,0,0,content_recommendation,1.0,-0.1
내가 자주 보는 콘텐츠 기준으로 볼만한 최신 트렌드 검색해줘,15.0165,46,11,search_external_info,external_web,1,0,0,1,no_time,0,0,mixed/unknown,media_entertainment,0,1,creative_recommendation,0,0,1,2,0,0,0,1,0,0,content_reco,1,1,0,0,ranked_list,0,2,0,0,deal_finding,home_desktop,2,1,1,casual_meal,0,0,content_recommendation,1.0,-0.1
내가 자주 보는 콘텐츠 기준으로 볼만한 최신 잡지 검색해줘,27.3833,45,11,search_external_info,external_web,1,0,0,1,no_time,0,0,mixed/unknown,media_entertainment,0,1,creative_recommendation,0,0,1,2,0,0,0,1,0,0,content_reco,1,1,0,0,ranked_list,0,2,0,0,deal_finding,home_desktop,2,1,1,casual_meal,0,0,content_recommendation,1.0,-0.1
내가 자주 보는 콘텐츠 기준으로 볼만한 최신 블로그 검색해줘,15.2104,44,11,search_external_info,external_web,1,0,0,1,no_time,0,0,mixed/unknown,media_entertainment,0,1,creative_recommendation,0,0,1,2,0,0,0,1,0,0,content_reco,1,1,0,0,ranked_list,0,2,0,0,deal_finding,home_desktop,2,1,1,casual_meal,0,0,content_recommendation,1.0,-0.1
나연이랑 갈만한 점심 식당 추천해줘,14.9039,20,7,recommend,external_web,0,0,0,1,present_now,2,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,2,1,0,0,0,0,0,place_reco,1,1,0,0,ranked_list,1,1,2,0,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,1,content_recommendation,0.9,0.9
나연이랑 갈만한 점심 카페 추천해줘,20.0891,21,7,recommend,external_web,0,0,0,1,present_now,2,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,2,1,0,0,0,0,0,place_reco,1,1,0,0,ranked_list,1,1,2,0,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,1,content_recommendation,0.9,0.9
나연이랑 갈만한 점심 데이트 장소 추천해줘,36.2261,29,8,recommend,external_web,0,0,0,1,present_now,2,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,2,1,0,0,0,0,0,place_reco,1,1,0,0,ranked_list,1,1,2,0,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,1,content_recommendation,0.9,0.9
나연이랑 갈만한 점심 브런치 카페 추천해줘,20.0408,33,9,recommend,external_web,0,0,0,1,present_now,2,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,2,1,0,0,0,0,0,place_reco,1,1,0,0,ranked_list,1,1,2,0,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,1,content_recommendation,0.9,0.9
내 건강 데이터를 참고해서 오늘 식단을 추천해줘,28.2162,31,8,recommend,personal_activity_log,1,1,0,1,present_now,2,2,structured_log,health_fitness,1,1,creative_recommendation,0,0,0,2,0,0,0,0,0,1,diet_reco,1,1,0,0,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,2,0,1,health_meal,0,1,content_recommendation,1.0,0.8
내 일정(캘린더)을 참고해서 오늘 점심 메뉴 추천해줘,18.7407,43,10,recommend,calendar_events,1,0,0,1,present_now,2,1,structured_log,productivity_work,1,1,creative_recommendation,0,0,0,2,0,1,0,0,0,0,place_reco,1,1,0,0,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,1,content_recommendation,1.0,0.8
내 목표 칼로리와 운동량을 참고해서 오늘 식단을 추천해줘,20.401,43,11,recommend,personal_activity_log,1,1,0,1,present_now,2,2,structured_log,health_fitness,1,1,creative_recommendation,0,0,0,2,0,0,0,0,0,1,diet_reco,1,1,0,0,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,2,0,1,health_meal,0,1,content_recommendation,1.0,0.8
내 수면 분석 데이터를 참고해서 오늘 식단을 추천해줘,21.7058,40,10,recommend,personal_activity_log,1,1,0,1,present_now,1,2,structured_log,health_fitness,1,1,creative_recommendation,0,0,1,2,0,0,0,0,0,1,diet_reco,1,1,0,0,ranked_list,0,2,0,0,budgeting,home_desktop,2,0,1,health_meal,0,1,content_recommendation,1.0,0.2
